Timestamp,Reviewer name,Example name,Example URL,How many lines long is the example?,Please select the programming concepts used in this example.,Please select the development and programming concepts this example demonstrates well.,"Copy and past the code into this analyzer:  https://editor.p5js.org/cfoss/full/T7fRjDnjW
Paste the output text here. Check for errors and edit as needed.","From the list above, which items are a clearly demonstrated focus of this example?","Please select all tags that describe this example (including its category, themes, end goal, etc.).","If there are any additional terms that could be used as tags to describe this example, list them here:",What senses are required to fully engage with what the sketch renders?,Is/are the color contrast(s) in the resulting render high enough so that the visitor can clearly understand what is being demonstrated? (Use the WebAIM Color Contrast checker at WCAG AA requirements.),"If there is a visual render, is the resulting render animated?","If there is a visual render and it is animated, does the animation automatically start when the page loads?","If there is a visual render and it is animated, does the render produce quick flashing lights? (See WCAG 2.3.1 for more information.)","If you have any additional notes on accessibility, include them here.",Is there a paragraph section above the example sketch?,Use the Hemmingway App to evaluate the reading level of the intro paragraph.,"If the paragraph contains any dev terms or concepts that should link to any p5.js Reference pages and/or external assisting content, such as MDN docs or W3C docs, please copy and paste the term or concept in the text input below.",Note any typos or spelling errors in the introductory paragraph.,"If the paragraph includes any content that does not read as both friendly & formal, note it here.","If the paragraph includes any content that does not translate well between generations and cultures, note it here.","If the paragraph includes any irrelevant/distracting content, note it here.","If you have any additional notes about the introduction paragraph, include them here.",How would you rate the number of comments in terms of assisting the reader through the code?,Note any typos or spelling errors in the comments.,"If the comments include any content that does not read as both friendly & formal, note the line number and content here.","If the comments include any content that does not translate well between generations and cultures, note the line number and content here.","If the comments include any irrelevant/distracting content, note the line number and content here.","If you have any additional notes about the comments, include them here.","What programming techniques or parts of the API, if any, do not need to be included in this example?",How fragile is the example with change?,"If you have any additional notes about the quality of the demonstration, include them here.",Are any variable and/or function names abbreviated?,How clear and descriptive are the names for variables and defined functions?,Does it use prototype syntax?,Are any variables declared using the var keyword?,"If there is anything about the code itself that appears out of date or could be better implemented and is not captured by the questions above, note that here.","Is the ""this"" keyword used?",Is the const keyword used?,What units are used for angles?,"If angles in degrees are used, which of these functions are called?",How many global variables are declared?,How many local variables are declared?,How many object properties (excluding functions) are declared?,How many object methods are declared (including constructor)?,Does it use arrow functions?,"Does it use variable increment/decrement/relative assignment operators?
",How would you label the difficulty of this example?,"If you have any additional notes about the skill level, include them here.","In your opinion, how would you rate the helpfulness of this example to someone learning creative coding through p5?","If you have any additional notes on this example not captured by the previous questions, include them here."
10/24/2023 0:11:47,Kathryn,Text Rotation,https://p5js.org/examples/typography-text-rotation.html,56,"custom variables, method calling",method calling,"background, createCanvas, draw, int, line, loadFont, point, pop, push, radians, rotate, setup, stroke, strokeWeight, text, textFont, translate","loadFont, rotate, radians, translate","animation, typography",,Visual,Yes,Yes,Yes,No,Can barely read the text.,Yes,Grades 7 and above,,,,,,Too short to analyze.,3,,,,,,,3,,No,3,No,No,"Might be good to find a better way than push() and pop(), if possible?",No,No,Radians,radians,2,2,0,0,No,No,Intermediate,,7,
10/24/2023 0:27:03,Kathryn,Text Rotation - Editor,https://editor.p5js.org/malayvasa2001/sketches/QkPp1hvsd,36,method calling,none of the above,"angleMode, background, CENTER, createCanvas, DEGREES, draw, height, pop, push, rotate, setup, text, textAlign, textSize, translate, width","CENTER, DEGREES, angleMode, rotate, textAlign, textSize, translate","animation, typography",,Visual,Yes,Yes,Yes,No,,No,,,,,,,,1,,,,,,,5,,Yes,2,No,No,,No,No,Degrees,angleMode,2,0,0,0,No,Yes,Intermediate,Might be a better way than push() and pop() in draw?,8,
10/29/2023 16:48:36,Caleb,Textures,https://p5js.org/examples/3d-textures.html,36,"custom variables, method calling, object property assignment",none of the above,"background, box, createCanvas, createVideo, draw, loadImage, loop, mouseX, pop, push, rotateX, rotateY, rotateZ, setup, sphere, texture, translate, WEBGL","createVideo, texture, WEBGL","3D, animation",,"Visual, Interactive/Kinesthetic",Yes,Yes,Yes,Yes,,Yes,Grade 5 and below,Definition of texture in 3D rendering context,,,,,,2,,,,,,rotation,2,Using black stroke color on the sphere makes it difficult to see the video texture,Yes,3,No,No,,No,No,Radians,N/A or neither,3,0,0,0,No,Yes,Intermediate,,6,
11/1/2023 16:54:19,Darren Kessner,The Mandelbrot Set,https://p5js.org/examples/simulate-the-mandelbrot-set.html,81,"if/else, for loop","if/else, for loop","background, createCanvas, dist, draw, height, loadPixels, map, noLoop, norm, pixelDensity, pixels, setup, sqrt, updatePixels, width","loadPixels, pixels, updatePixels","math, simulation",,Visual,Mandelbrot set is mapped to brightness -- possibly not enough contrast,No,,No,,Yes,Grades 7 and above,reference for Mandelbrot Set (wikipedia?),,,,,,5,,,,,,,3,,Yes,5,No,No,,No,Yes,N/A,N/A or neither,0,21,0,0,No,Yes,Advanced,Advanced for the mathematical concepts.  Intermediate for pixel manipulation.,10,This is a nice mathematical example.  It avoids the use of complex numbers (but replaces it with some mysterious operations).  It is also a good example of direct pixel manipulation
10/31/2023 20:54:08,Lance Cole,Tickle,https://p5js.org/examples/interaction-tickle.html,44,"if/else, custom variables, object literal, object property assignment","if/else, custom variables, object literal, object property assignment","background, createCanvas, draw, fill, height, loadFont, mouseX, mouseY, preload, random, setup, text, textFont, textSize, width","background, createCanvas, draw, fill, height, loadFont, mouseX, mouseY, preload, random, setup, text, textFont, textSize, width","animation, interactivity, typography",,"Visual, Interactive/Kinesthetic",Yes,Yes,No,"Not flashing lights, but the ""tickling"" does move at a way and rate that *could* be looked at. Not an expert on this sort of thing, however.",,Yes,Grade 5 and below,"height, width, font, loadFont, textFont, textSize, textBounds, mouseX/Y, ",,,,,,5,,,,,,,1,,No,5,No,No,,No,No,N/A,N/A or neither,1,0,5,0,No,No,Beginner,"I think if the message object is well explained, and the intro paragraph links to any necessary documentation, then it isn't so bad. Could also be classified as intermediate due to object stuff, but I think someone new could learn about them pretty quickly.",8,
10/24/2023 1:13:05,Kathryn,Tilted 3D Box,https://p5js.org/examples/mobile-tilted-3d-box.html,11,method calling,none of the above,"accelerationX, accelerationY, background, box, createCanvas, displayHeight, displayWidth, draw, normalMaterial, rotateX, rotateY, setup, WEBGL","accelerationX, accelerationY, background, box, displayHeight, displayWidth, normalMaterial, rotateX, rotateY, setup, WEBGL","3D, interactivity",,"Visual, Interactive/Kinesthetic",Yes,Yes,No,No,,Yes,Grade 5 and below,,Missing period.,,,,Too short to fully analyze.,1,,,,,,,4,"Buggy, couldn't pull it up on my phone. ",No,4,No,No,,No,No,N/A,N/A or neither,0,0,0,0,No,No,Intermediate,,4,"Couldn't work on my phone, would score higher if commented and not buggy."
10/29/2023 14:28:46,Darren Kessner,Translate,https://p5js.org/examples/transform-translate.html,33,custom variables,custom variables,"background, createCanvas, draw, fill, height, noStroke, rect, setup, translate, width",translate,"animation, math",,Visual,Yes,Yes,Yes,No,,Yes,Grades 7 and above,,,,,,,5,,,,,,,3,"This translation demo does not need to be animated.  I think the concept would be clearer by drawing multiple objects relative to each other, but not moving",Yes,2,No,No,,No,No,N/A,N/A or neither,3,0,0,0,No,No,Beginner,"Beginner, but could be even simpler.",7,
10/26/2023 23:39:57,Lance Cole,Transparency,https://p5js.org/examples/image-transparency.html,17,"custom variables, method calling","custom variables, method calling","createCanvas, draw, image, loadImage, mouseX, setup, tint, width","createCanvas, draw, image, loadImage, mouseX, setup, tint, width",interactivity,"image, image loading, transparency","Visual, Interactive/Kinesthetic",See below comment,No,No,No,"Technically not by contrast checker standards, but given the whole transparency and picture overlay thing, it's much harder to place a concrete number on this sort of thing. ",Yes,Grades 7 and above,,,,,,,4,,,,,Maybe a comment explaining the arguments of image() and tint would be nice to have. Also explaining how and why we're calculating dx would help as well.,,1,,Yes,4,No,No,,No,No,N/A,N/A or neither,3,0,0,0,No,Yes,Beginner,"Same as the other image loading: easy on its own, a bit harder if you're wondering how to upload your own images, much harder with local environments.",8,
10/31/2023 13:10:29,Lance Cole,Triangle Strip,https://p5js.org/examples/form-triangle-strip.html,33,"for loop, custom variables, method calling","for loop, custom variables, method calling","background, beginShape, cos, createCanvas, draw, endShape, height, int, map, mouseX, radians, setup, sin, TRIANGLE_STRIP, vertex, width","background, beginShape, cos, createCanvas, draw, endShape, height, int, map, mouseX, radians, setup, sin, TRIANGLE_STRIP, vertex, width","animation, math",,"Visual, Interactive/Kinesthetic",No,Yes,"It starts with mouse-on-canvas movement, so no, but kind of yes.",No,,Yes,Grades 7 and above,"vertex, triangle_strip, beginShape, radians, cos, sin, ",,,,,,1,,,,,,,1,,Yes,4,No,No,"Mostly fine, but maybe rename px and py to something like point_x and point_y.",No,No,Degrees,radians,4,6,0,0,No,Yes,Intermediate,"Intermediate for someone with experience, likely advanced for someone fresh going through the example page. Definitely would have this somewhere towards the middle of end of the ""journey"", so to speak.",7,
10/31/2023 20:34:54,Lance Cole,Trig Wheels and Pie ChartTrig Wheels and Pie Chart,https://p5js.org/examples/form-trig-wheels-and-pie-chart.html,75,"for loop, custom variables, custom functions, method calling","for loop, custom variables, custom functions, method calling","angleMode, arc, color, colorMode, cos, createCanvas, DEGREES, draw, fill, height, HSB, line, noStroke, setup, sin, SQUARE, stroke, strokeCap, strokeWeight, width","angleMode, arc, color, colorMode, cos, createCanvas, DEGREES, draw, fill, height, HSB, line, noStroke, setup, sin, SQUARE, stroke, strokeCap, strokeWeight, width",data visualization,,Visual,No,No,No,No,,Yes,Grades 7 and above,"color, trig functions, ",,,,,,3,,,,,"There are references to ""slides"" (which makes me assume this was a part of a p5 workshop somewhere), so I would either link to the slides in the intro paragraph, or take out the references to the slides. I would also add some comments on the variable array at the start of pieChartPop() explaining what it does, what it's for, how the variable assignment works within the array, and also the fact that we can perform this form of variable assignment and instantiation in the first place as a JS programming idea.

Finally, some documentation on the colorWheel function describing its intended behavior similar to drawSlice would be helpful.",,1,,No,5,No,No,"Outside of maybe renaming the loop variable a to something a bit more descriptive like turn_degree, the variables are either self-explanatory or explained in the colorWheel() JSDoc comment.",No,No,Degrees,angleMode,0,11,0,0,No,Yes,Intermediate,,7,
10/29/2023 11:15:14,Darren Kessner,Trigonometry and Particles,https://p5js.org/examples/math-trigonometry-and-particles.html,59,"if/else, for loop, custom variables, custom functions","if/else, for loop, custom variables","background, cos, createCanvas, draw, ellipse, fill, frameCount, height, log, mouseClicked, noStroke, push, radians, setup, sin, tan, translate, width",none,"animation, math, simulation",,"Visual, Interactive/Kinesthetic",Yes,Yes,Yes,No,,Yes,Grades 7 and above,"sin, cos, tan",,,,"The instruction for the user to click could be clearer: ""You can sort through the different functions.""",,1,,,,,,"Local array of point objects 'points[]' is declared twice, filled in once, but never used.  Variable 'clicked' is extraneous.  x and y should not be global.  Global variable 'f' is never used.",4,"There is way too much code that is not used in this example.  In addition, there is no explanation for the mathematical equations used. ",Yes,1,No,No,,No,No,Degrees,radians,5,2,0,0,No,Yes,Advanced,"Advanced because the code is significantly more complicated than necessary
",2,
10/27/2023 15:58:53,Amy Chen,True and False,https://p5js.org/examples/data-true-and-false.html,23,"for loop, custom variables","for loop, custom variables","background, createCanvas, height, line, setup, stroke, width","line, setup, stroke",none of the above,Boolean,Visual,Yes,No,,,,Yes,Grades 7 and above,boolean,,,,,"Including within the introduction how ""b"" is related to the position of the line in the middle of the canvas would help understand what is happening with the code. ",2,,,,,"Line 8 - Explain what this means
Line 13 + 18 - Explain how boolean functions here",,2,,Yes,2,No,No,"Have a straightforward name for the variables, for ""b"" and ""d""",No,No,N/A,N/A or neither,0,2,0,0,No,Yes,Beginner,,8,"While this code does demonstrate true and false through booleans, the example used does not really connect to the concept of true/false directly "
10/27/2023 16:05:55,Amy Chen,Variable Scope,https://p5js.org/examples/data-variable-scope.html,38,"for loop, custom variables, custom functions","for loop, custom variables, custom functions","background, createCanvas, draw, height, line, noLoop, setup, stroke","height, line, noLoop, stroke",none of the above,,Visual,Yes,No,,,,Yes,Grades 7 and above,,,,,,,5,,,,,,,1,,Yes,4,No,No,,No,No,N/A,N/A or neither,1,2,0,0,No,Yes,Beginner,This code is overcomplicated the use of variable scopes. Having a for loop may not be necessary. ,9,
10/27/2023 15:48:33,Amy Chen,Variables,https://p5js.org/examples/data-variables.html,32,custom variables,custom variables,"background, createCanvas, height, image, line, setup, SQUARE, stroke, strokeCap, strokeWeight","stroke, strokeCap, line",none of the above,,Visual,Yes,No,,,,No,,,,,,,,1,,,,,,,3,The code is overcomplicating what the example should be about. Lines 12 - 31 may be overwhelming to a beginner. Simplifying it may get the point across better.,Yes,4,No,No,,No,No,N/A,N/A or neither,0,3,0,0,No,No,Beginner,,10,
10/23/2023 23:07:05,Kathryn,Video,https://p5js.org/examples/dom-video.html,23,"if/else, custom variables, custom functions, method calling",custom functions,"createButton, createVideo, loop, mousePressed, noCanvas, setup","createButton, createVideo, loop, mousePressed","animation, interactivity",,"Visual, Interactive/Kinesthetic",Yes,Yes,No,No,,Yes,Grade 5 and below,,Not a complete sentence (or thought).,,,,Too short to analyze.,4,,Could be made into complete sentences.,,,,,5,,No,4,No,No,,No,No,N/A,N/A or neither,3,0,0,0,No,No,Intermediate,,9,
10/23/2023 23:14:35,Kathryn,Video Canvas,https://p5js.org/examples/dom-video-canvas.html,21,"custom variables, custom functions, method calling",method calling,"background, createCanvas, createVideo, draw, filter, GRAY, image, loop, mousePressed, setup",createVideo,"animation, interactivity",,"Visual, Interactive/Kinesthetic",Yes,Yes,No,No,,Yes,Grade 5 and below,,,,,,Too short to analyze.,5,,"Could be made into full sentences? ""Separate dom"" sounds strange.",,,,,4,,No,5,No,No,,No,No,N/A,N/A or neither,1,0,0,0,No,No,Intermediate,,8,
10/23/2023 23:32:11,Kathryn,Video Capture,https://p5js.org/examples/dom-video-capture.html,14,custom variables,none of the above,"background, createCanvas, createCapture, draw, filter, image, INVERT, setup, VIDEO",none,animation,,Visual,Yes,Yes,Plays once browser allows video capture.,No,,Yes,Grade 5 and below,capture.hide(),,Could be rephrased and the sentence structure could be restructured better.,,"The comment, if not elaborated on more, about the capture.hide() could be removed.",,1,,,,,,,5,,No,5,No,No,,No,No,N/A,N/A or neither,1,0,0,0,No,No,Intermediate,,6,"Needs revision to be more helpful. Probably needs to stay in the examples page, just needs to be reworked."
10/23/2023 23:24:03,Kathryn,Video Pixels,https://p5js.org/examples/dom-video-pixels.html,25,"for loop, method calling",for loop,"background, constrain, createCanvas, createVideo, draw, ellipse, fill, height, loadPixels, loop, mouseX, noStroke, pixels, round, setup, width","round, constrain, createVideo, loadPixels, mouseX","animation, interactivity",,"Visual, Interactive/Kinesthetic",Yes,Yes,"Seems like it's supposed to, might be a bug? I have to refresh the code in order to get it to run.",No,,Yes,Grade 5 and below,,,,,,Same copy as Video Canvas. Too short to analyze.,2,,,,,Could be a full sentence.,,4,,No,4,No,No,,No,Yes,N/A,N/A or neither,1,4,0,0,No,No,Advanced,,6,"Doesn't really fit the ""pixels"" aspect of its title. Super cool code, though."
10/25/2023 2:47:36,Lance Cole,Walk Over 2dArray,https://p5js.org/examples/arrays-walk-over-2darray.html,73,"for loop, custom variables, method calling, object property assignment","for loop, custom variables, method calling, object property assignment","createCanvas, random, round, setup, text, textWidth","createCanvas, random, round, setup, text, textWidth","data visualization, math",,Visual,Yes,No,No,No,"Depending who who reads into this, the actual font used for the render may become hard to read for some people due to how small it can be, especially on higher resolution screens. I am nowhere near an accessibility expert, however, and am just throwing this out as an ""I thought of this maybe scenario"". ",Yes,Grades 7 and above,,"The first sentence:

""contributed by Prof WM Harris, How to display 2D array contents on the canvas using regular for and for-of loops in multiple different ways.""

Should be capitalized, and is constructed a bit oddly. Maybe something like ""This example was contributed by Prof WM. Harris, and demonstrates how to display 2D array contents on the canvas using regular for and for-of loops in multiple different ways.""",,,,,4,,,,,"The references to things like ""variation on slide 6"", ""slide 7"", and the like makes me assume this sketch was meant to be demonstrated alongside some sort of workshop activity. However, there are no slide links anywhere to be found on the page, and clicking the link in the intro paragraph simply links to WM Harris' university profile (which is nice in its own right.) I would either find and include these ""slides"" as a link in the intro and possibly within code comments, or take out the slide references entirely.

More specifically, some explanation on how exactly a line like:

for (let friend of friendArray) {...} 

works and what it's doing would be helpful.

For that matter, the use strict also definitely deserves either explanation and MDN linkage or removal, since it's commented out anyway. 
","""use strict"" if it's not going to be used anywhere.",1,,Yes,3,No,No,,No,No,N/A,N/A or neither,0,11,0,0,No,Yes,Advanced,,7,"This example relies heavily on a good understanding of nested loops, array instantiation, traversal, functionality, and assignment, P5 API functionality like text, textWidth, console.log,   why we chose to throw everything in setup(), and even whatever a comment like ""y is v-padding + LCV * v-spacing"" entails. I'd border on saying this example would be something becoming of a Program Design I sort of course in a university, which would be a good example of it with some extra variable and comment reformatting, but unquestionably on the more advanced side. Even I had to go over it a couple of times, with the formatting and blocking of the code not necessarily helping matters either, for me personally."
